plastid;plastname;wellid;wellname
1886;ЕТL;721547;56038
1886;ЕТL;721541;52
1886;ЕТL;721531;23338В
1886;ЕТL;721527;56509
1886;ЕТL;721525;76112
1886;ЕТL;721499;34995К
1886;ЕТL;721493;8010Б
1886;ЕТL;721491;23465Р
1757;РЛ;773148;40432
1603;ЯЛL;772752;53378
1743;ЯЛ5-Y;721477;30274
1743;ЯЛ5-Y;721461;96753К
1604;ЯЛ4;721539;42369
1604;ЯЛ4;721535;60792
1604;ЯЛ4;721509;77225
1604;ЯЛ4;721507;91844
1604;ЯЛ4;721489;65721К
1604;ЯЛ4;721487;99008
1604;ЯЛ4;721477;30274
1604;ЯЛ4;721473;91481
1604;ЯЛ4;721461;96753К
1604;ЯЛ4;721459;9809
1604;ЯЛ4;721441;93511В
1604;ЯЛ4;721435;23276Р
1604;ЯЛ4;721433;98355К
1757;РЛ;721553;45622В
1621;ЯЛ5-L;721543;60312К
1621;ЯЛ5-L;721537;41665
1604;ЯЛ4;721475;23559
1604;ЯЛ4;721471;65975
1604;ЯЛ4;721469;80314
1604;ЯЛ4;721457;25746
1604;ЯЛ4;721455;30667
1604;ЯЛ4;721453;98132
1604;ЯЛ4;721421;20622К
1604;ЯЛ4;721415;30692Р
1604;ЯЛ4;721413;16752К
1757;РЛ;721481;21908Р
1743;ЯЛ5-Y;721401;15495
1743;ЯЛ5-Y;721391;43910
1604;ЯЛ4;721445;6280
1604;ЯЛ4;721443;49668
1604;ЯЛ4;721425;99673
1604;ЯЛ4;721423;83907Б
1604;ЯЛ4;721401;15495
1604;ЯЛ4;721391;43910
1757;РЛ;721449;94608Б
1743;ЯЛ5-Y;721397;94105В
1604;ЯЛ4;721405;20175
1604;ЯЛ4;721395;95461
1604;ЯЛ4;721393;9578Р
1757;РЛ;721419;23658
1757;РЛ;707261;23658
1757;РЛ;707223;24340
1757;РЛ;707221;16238Р
1757;РЛ;707219;92546
1788;ЯТ7/7;715387;3697
2180;ВТ79;713595;20245
2180;ВТ79;713584;50395
2180;ВТ79;713574;93122
2180;ВТ79;713566;60010
2180;ВТ79;713565;90Б
2180;ВТ79;712829;99860
1778;ЯТ5/7;713575;56584В
1778;ЯТ5/7;713441;46279В
1757;РЛ;713704;2835Б
1757;РЛ;713702;5510Р
1757;РЛ;713700;65798
2180;ВТ79;713495;82449Б
2180;ВТ79;713494;90276
2180;ВТ79;713493;11344
2180;ВТ79;713492;12320
2180;ВТ79;713408;56333Р
2180;ВТ79;713407;39371
2180;ВТ79;713404;9428
1778;ЯТ5/7;713405;94069В
1757;РЛ;713703;96130В
1757;РЛ;713699;40432
1757;РЛ;713698;3182
1757;РЛ;713697;6365Р
1757;РЛ;713696;99318К
1757;РЛ;713695;1421
2180;ВТ79;713245;76071К
2180;ВТ79;713206;46024
1757;РЛ;713689;58896Б
1757;РЛ;713688;51223
1757;РЛ;713686;32096Р
1757;РЛ;713685;75461
1757;РЛ;713683;94608Б
1757;РЛ;713682;21908Р
2180;ВТ79;713178;45474
2180;ВТ79;713177;91500
2180;ВТ79;713175;28807
2180;ВТ79;713174;57091
1778;ЯТ5/7;713174;57091
1778;ЯТ5/7;713173;5592К
2180;ВТ79;713678;19777
2180;ВТ79;713624;63259
2180;ВТ79;713623;46494Б
2180;ВТ79;713622;11678
2180;ВТ79;713617;82154Р
2180;ВТ79;713611;43993В
2180;ВТ79;713609;84151В
2180;ВТ79;713462;70916
2180;ВТ79;713461;54618
1778;ЯТ5/7;713610;92819Р
2180;ВТ79;713677;53602
2180;ВТ79;713562;91129
2180;ВТ79;713561;40339В
2180;ВТ79;713551;84501Б
2180;ВТ79;713550;24226
2180;ВТ79;713675;95188
2180;ВТ79;713548;13528В
2180;ВТ79;713532;26119В
2180;ВТ79;713531;30383
2180;ВТ79;713520;97286
2180;ВТ79;713433;54916
1778;ЯТ5/7;713539;85137
2180;ВТ79;713184;46159
2180;ВТ79;713181;36108Б
2180;ВТ79;713534;63088
2180;ВТ79;713528;36441Б
2180;ВТ79;713527;40455Б
2180;ВТ79;713526;56038
2180;ВТ79;713430;27201К
2180;ВТ79;713429;25877Р
2180;ВТ79;713397;34518К
2180;ВТ79;713391;89287
2180;ВТ79;713376;98476
2180;ВТ79;713362;81659Р
1778;ЯТ5/7;713547;34231
2180;ВТ79;713211;48140
2180;ВТ79;713210;51615Б
2180;ВТ79;713190;35436К
2180;ВТ79;713189;17815
2180;ВТ79;713188;2131
2180;ВТ79;713172;29827В
1778;ЯТ5/7;713210;51615Б
2180;ВТ79;713669;41892
2180;ВТ79;713668;46490
2180;ВТ79;713665;8390Р
2180;ВТ79;713662;59119
2180;ВТ79;713659;38922
2180;ВТ79;713651;9518
2180;ВТ79;713479;74704
2180;ВТ79;713475;6303К
2180;ВТ79;713279;46800Б
2180;ВТ79;713666;46758К
2180;ВТ79;713282;62998
1778;ЯТ5/7;713667;95813
1778;ЯТ5/7;713478;67223Р
2180;ВТ79;713657;56731
2180;ВТ79;713649;39716
2180;ВТ79;713643;46452К
2180;ВТ79;713635;14250К
2180;ВТ79;713474;67525
1778;ЯТ5/7;713648;24871
2180;ВТ79;713647;33284Р
2180;ВТ79;713640;39079В
2180;ВТ79;713639;51254
2180;ВТ79;713638;10343Р
2180;ВТ79;713633;58608Б
2180;ВТ79;713472;31757
2180;ВТ79;713471;17856Б
2180;ВТ79;713467;64767К
2180;ВТ79;713208;41997К
2180;ВТ79;713646;60612
2180;ВТ79;713645;31828
2180;ВТ79;713637;50038
2180;ВТ79;713631;2790Б
2180;ВТ79;713630;90427
2180;ВТ79;713621;5379
2180;ВТ79;713620;97650Б
2180;ВТ79;713465;27546
2180;ВТ79;713289;59808К
2180;ВТ79;713270;89880
2180;ВТ79;713268;26743
2180;ВТ79;713266;78907
2180;ВТ79;713265;40333
2180;ВТ79;713258;92355
1778;ЯТ5/7;713271;21350Р
1778;ЯТ5/7;705520;44513
2180;ВТ79;713634;18789
2180;ВТ79;713277;63934
2180;ВТ79;713274;17843
2180;ВТ79;713263;66251Р
1778;ЯТ5/7;713629;32824В
2180;ВТ79;713619;16697Р
2180;ВТ79;713618;25769Р
2180;ВТ79;713613;66881Р
2180;ВТ79;713612;12874
2180;ВТ79;713463;96449
2180;ВТ79;713457;62451Б
2180;ВТ79;713379;56612Р
1778;ЯТ5/7;713614;57394В
1778;ЯТ5/7;713604;33094В
1778;ЯТ5/7;713489;43920Б
1778;ЯТ5/7;713463;96449
2180;ВТ79;713194;66594К
2180;ВТ79;713193;34400Р
2180;ВТ79;713615;79692
2180;ВТ79;713608;68358К
2180;ВТ79;713607;14398
2180;ВТ79;713606;4032Б
2180;ВТ79;713600;57669
2180;ВТ79;713460;13459
2180;ВТ79;713453;31520Р
2180;ВТ79;713344;36575
2180;ВТ79;713319;81747Б
2180;ВТ79;713310;38475Б
2180;ВТ79;713307;93264
2180;ВТ79;713306;74753
1778;ЯТ5/7;713318;77310Б
2180;ВТ79;713676;52092Б
2180;ВТ79;713597;97714В
2180;ВТ79;713449;19514Р
2180;ВТ79;713602;75921
2180;ВТ79;713601;89392
2180;ВТ79;713592;11755В
2180;ВТ79;713591;88201В
2180;ВТ79;713590;31058
2180;ВТ79;713583;77521
2180;ВТ79;713456;79801
2180;ВТ79;713589;70862
2180;ВТ79;713588;27893Р
2180;ВТ79;713581;58284Б
2180;ВТ79;713569;18051
2180;ВТ79;713445;21265
2180;ВТ79;713444;51489Б
2180;ВТ79;713439;64174
2180;ВТ79;713334;57132Б
2180;ВТ79;713321;67590Б
2180;ВТ79;713576;24715В
2180;ВТ79;713560;44238К
2180;ВТ79;713435;24312К
2180;ВТ79;713573;33015К
2180;ВТ79;713557;45593
2180;ВТ79;713549;45361В
2180;ВТ79;713543;649В
2180;ВТ79;713541;26808
1778;ЯТ5/7;713555;50389
2180;ВТ79;713556;96495
2180;ВТ79;713200;61939В
2180;ВТ79;713199;19366
2180;ВТ79;713544;64431Б
2180;ВТ79;713533;46020К
2180;ВТ79;713525;18224
2180;ВТ79;713524;54614Р
2180;ВТ79;713427;84815
2180;ВТ79;713536;61959К
2180;ВТ79;713530;7199
2180;ВТ79;713519;41175Б
2180;ВТ79;713518;3428
2180;ВТ79;713497;70512
2180;ВТ79;713496;50203В
2180;ВТ79;713432;97343
2180;ВТ79;713425;98685Б
2180;ВТ79;713424;84709В
2180;ВТ79;713537;72609
2180;ВТ79;713230;30466В
2180;ВТ79;713229;32307
2180;ВТ79;713228;97834
2180;ВТ79;713516;54631В
2180;ВТ79;713515;99096
2180;ВТ79;713509;17907
2180;ВТ79;713423;29390
2180;ВТ79;713422;55073Р
2180;ВТ79;713416;29891Р
2180;ВТ79;713415;2743
2180;ВТ79;713674;83695
2180;ВТ79;713521;23338В
2180;ВТ79;713513;59956
2180;ВТ79;713512;34995К
2180;ВТ79;713503;88017
2180;ВТ79;713502;16326Б
2180;ВТ79;713419;40075
1778;ЯТ5/7;713412;15260
2180;ВТ79;713504;93595
2180;ВТ79;713421;55668К
2180;ВТ79;713414;89785В
2180;ВТ79;713511;5029
2180;ВТ79;713500;7109
2180;ВТ79;713487;44526К
2180;ВТ79;713418;14177Р
2180;ВТ79;713417;66983
2180;ВТ79;713411;65088Б
1778;ЯТ5/7;713459;2198Р
2153;ЕТ4;713323;99726
2180;ВТ79;713482;3060Б
2180;ВТ79;713323;99726
2180;ВТ79;713316;43738
1778;ЯТ5/7;713315;5636Р
2180;ВТ79;713204;32945
2180;ВТ79;713201;24300Б
2180;ВТ79;713431;37860
2180;ВТ79;713218;62118Б
2180;ВТ79;713198;35524В
2180;ВТ79;713409;45212
2180;ВТ79;713328;31419Б
2180;ВТ79;713325;58987В
2180;ВТ79;712828;34946
1778;ЯТ5/7;713410;82945В
1778;ЯТ5/7;713329;33699К
1778;ЯТ5/7;713314;6756
2180;ВТ79;713403;81379В
2180;ВТ79;713402;46151
2180;ВТ79;713357;31627В
2180;ВТ79;713345;62567
2180;ВТ79;713343;90094
2180;ВТ79;713679;1851
2180;ВТ79;713401;81586В
2180;ВТ79;713400;70620
2180;ВТ79;713398;67769
1778;ЯТ5/7;713399;93896
2180;ВТ79;713396;94972
2180;ВТ79;713385;48735Б
2180;ВТ79;713377;79795В
2180;ВТ79;713372;16221К
2180;ВТ79;712827;3018К
2153;ЕТ4;713170;55819В
2180;ВТ79;713394;44005
2180;ВТ79;713392;55890Б
2180;ВТ79;713389;39354
2180;ВТ79;713388;84298
2180;ВТ79;713387;8668В
2180;ВТ79;713384;24104Р
2180;ВТ79;713383;34798
2180;ВТ79;713370;73248
2180;ВТ79;713369;59925К
2180;ВТ79;713365;28159
2180;ВТ79;713360;4191
2180;ВТ79;713359;30051Б
2180;ВТ79;713361;1067
2180;ВТ79;713354;47582
2180;ВТ79;713349;46282
2180;ВТ79;713348;30688
2180;ВТ79;713340;37079
2180;ВТ79;713312;55068
2180;ВТ79;713311;11312
2180;ВТ79;713305;27414Б
2180;ВТ79;713304;57335
2180;ВТ79;713301;61649
2180;ВТ79;713299;10585В
2180;ВТ79;713294;90980
2180;ВТ79;713293;72275
2180;ВТ79;713292;39034В
2180;ВТ79;713291;5383В
2180;ВТ79;713287;85869Б
1778;ЯТ5/7;713287;85869Б
2180;ВТ79;713262;16342
2180;ВТ79;713256;13088Р
2180;ВТ79;713255;19501
2180;ВТ79;713234;79930В
1778;ЯТ5/7;713262;16342
1778;ЯТ5/7;713256;13088Р
1778;ЯТ5/7;713255;19501
2180;ВТ79;713260;16736
2180;ВТ79;713251;31174
2180;ВТ79;713238;51724В
2180;ВТ79;713237;47318
2180;ВТ79;713235;56949
2180;ВТ79;713220;54342Б
2180;ВТ79;713217;65781Б
2180;ВТ79;713197;92112
1778;ЯТ5/7;713220;54342Б
1778;ЯТ5/7;713196;84839
2180;ВТ79;713254;72130
2180;ВТ79;713253;70329К
2180;ВТ79;713233;11811К
2180;ВТ79;713216;23011
2180;ВТ79;713215;94896Б
2180;ВТ79;713207;80835
2180;ВТ79;713187;88782
2180;ВТ79;713186;32939
2180;ВТ79;713185;51772
2180;ВТ79;713183;7138В
2180;ВТ79;713248;36752
2180;ВТ79;713246;3994
2180;ВТ79;713242;77074
2180;ВТ79;713239;56345
2180;ВТ79;713232;50198
2180;ВТ79;713231;4991
2180;ВТ79;713224;81436
2180;ВТ79;713214;98978
2180;ВТ79;713213;44358
2180;ВТ79;713223;3940
2180;ВТ79;713222;98563
2180;ВТ79;713221;25115
1778;ЯТ5/7;713192;53674
1778;ЯТ5/7;713191;31651
2153;ЕТ4;712705;9055В
2180;ВТ79;712705;9055В
1778;ЯТ5/7;712705;9055В
1788;ЯТ7/7;714870;93703
1273;Я5;707891;15038
1273;Я5;708861;59074
1273;Я5;708201;79299Б
187;Et;705516;28105
187;Et;705515;16163
2180;ВТ79;711876;40852В
1778;ЯТ5/7;711876;40852В
1778;ЯТ5/7;711906;9880
2153;ЕТ4;707537;13644Б
2180;ВТ79;709122;72201К
1778;ЯТ5/7;709122;72201К
1273;Я5;709095;38246
1273;Я5;708769;89846
1273;Я5;708455;67682Р
1273;Я5;708413;98129Р
1778;ЯТ5/7;706731;6910
1778;ЯТ5/7;706729;69667
1778;ЯТ5/7;706711;79581К
1778;ЯТ5/7;706679;83925Б
1778;ЯТ5/7;706661;34520
1778;ЯТ5/7;706659;71503
1778;ЯТ5/7;706655;8019Б
1778;ЯТ5/7;706629;86377
1778;ЯТ5/7;706623;10296Б
1778;ЯТ5/7;706621;67273
1778;ЯТ5/7;706615;44924
1778;ЯТ5/7;706595;42957Б
1778;ЯТ5/7;706587;42491Р
1273;Я5;708333;98221
1788;ЯТ7/7;707871;34903В
1788;ЯТ7/7;707811;78416
1788;ЯТ7/7;707797;50622
1788;ЯТ7/7;707733;10155К
1778;ЯТ5/7;707947;27126Б
1778;ЯТ5/7;707945;98220К
1778;ЯТ5/7;707905;41967Б
1778;ЯТ5/7;707903;15092
1778;ЯТ5/7;707869;71325Б
1778;ЯТ5/7;707867;54794Р
1778;ЯТ5/7;707865;84677
1778;ЯТ5/7;707831;95710
1778;ЯТ5/7;707813;1483
1778;ЯТ5/7;707809;40442
1778;ЯТ5/7;707807;66129
1778;ЯТ5/7;707785;79556
1778;ЯТ5/7;707771;370В
1778;ЯТ5/7;707767;56342Р
1778;ЯТ5/7;707735;79675
1778;ЯТ5/7;707751;47343К
1778;ЯТ5/7;707749;50897Р
1778;ЯТ5/7;707731;70774
1778;ЯТ5/7;707705;60004В
1778;ЯТ5/7;707699;1372
1778;ЯТ5/7;707693;82900В
1778;ЯТ5/7;707681;13671Б
1778;ЯТ5/7;707661;53100Б
1778;ЯТ5/7;707645;13998К
1778;ЯТ5/7;707631;59529К
1778;ЯТ5/7;707611;10337
1777;ЯТ5/5;707661;53100Б
1778;ЯТ5/7;707685;32144
1778;ЯТ5/7;707683;49865
1778;ЯТ5/7;707679;79153
1778;ЯТ5/7;707659;36206
1778;ЯТ5/7;707657;32064
1778;ЯТ5/7;707655;20835Б
1778;ЯТ5/7;707653;12218
1778;ЯТ5/7;707601;61162
1778;ЯТ5/7;707599;3605
1778;ЯТ5/7;707595;93502В
1778;ЯТ5/7;707559;51416
1778;ЯТ5/7;707543;91044Б
1778;ЯТ5/7;707517;10113
1778;ЯТ5/7;707515;12423К
1778;ЯТ5/7;707481;77803
1778;ЯТ5/7;707479;57924Б
1778;ЯТ5/7;707477;1092К
1778;ЯТ5/7;707455;18225Б
1788;ЯТ7/7;707617;15557
1788;ЯТ7/7;707615;41577
1788;ЯТ7/7;707523;67539К
1788;ЯТ7/7;707519;1731К
1788;ЯТ7/7;707487;43155Б
1788;ЯТ7/7;707485;26672
1788;ЯТ7/7;707483;8326В
1788;ЯТ7/7;707461;35927
1788;ЯТ7/7;707435;18883В
1788;ЯТ7/7;707431;59069Р
1788;ЯТ7/7;707389;59194В
1788;ЯТ7/7;707275;37474
1788;ЯТ7/7;707273;75053Р
1788;ЯТ7/7;707245;87127
1788;ЯТ7/7;707215;16722Б
1778;ЯТ5/7;707619;53667Б
1778;ЯТ5/7;707561;71868К
1778;ЯТ5/7;707521;12889В
1778;ЯТ5/7;707429;42944
1778;ЯТ5/7;707427;43974Б
1778;ЯТ5/7;707421;44304
1778;ЯТ5/7;707409;79252
1778;ЯТ5/7;707399;71399Р
1778;ЯТ5/7;707393;67266Б
1778;ЯТ5/7;707283;71519
1778;ЯТ5/7;707241;23771Р
1778;ЯТ5/7;707239;7403
1778;ЯТ5/7;707237;76161К
1778;ЯТ5/7;707235;55041
1778;ЯТ5/7;707207;47707
1778;ЯТ5/7;707205;6171
1778;ЯТ5/7;707157;97535Р
1778;ЯТ5/7;707151;30999К
1778;ЯТ5/7;707129;12350Р
1778;ЯТ5/7;707195;67083
1778;ЯТ5/7;707193;39315К
1778;ЯТ5/7;707191;86671В
1778;ЯТ5/7;707189;78690К
1778;ЯТ5/7;707127;33995Р
1778;ЯТ5/7;707125;89069
1778;ЯТ5/7;707123;25978
1778;ЯТ5/7;707121;3257
1778;ЯТ5/7;707083;60805В
1778;ЯТ5/7;707079;79982
1778;ЯТ5/7;707057;87849Б
1778;ЯТ5/7;707045;13764К
1778;ЯТ5/7;707017;39849
1778;ЯТ5/7;707001;95227
1778;ЯТ5/7;706999;23247Б
1778;ЯТ5/7;706983;59114Р
1778;ЯТ5/7;706965;86317
1778;ЯТ5/7;706923;53207
1778;ЯТ5/7;706921;47422В
1778;ЯТ5/7;706899;71748Б
1778;ЯТ5/7;706897;71954
1778;ЯТ5/7;706843;93980Р
1778;ЯТ5/7;707171;38119
1778;ЯТ5/7;707169;69115
1778;ЯТ5/7;707163;85818К
1778;ЯТ5/7;707161;2945Р
1778;ЯТ5/7;707119;25488Б
1778;ЯТ5/7;707117;13101
1778;ЯТ5/7;707115;93950
1778;ЯТ5/7;707113;64308К
1778;ЯТ5/7;707077;42309Б
1778;ЯТ5/7;707041;20514К
1778;ЯТ5/7;707039;11700Б
1778;ЯТ5/7;707037;55476Б
1778;ЯТ5/7;707015;39420Б
1778;ЯТ5/7;707013;33797Р
1778;ЯТ5/7;706997;39600Б
1778;ЯТ5/7;706995;60148В
1778;ЯТ5/7;706977;4828
1778;ЯТ5/7;706961;25777В
1778;ЯТ5/7;706929;78618К
1778;ЯТ5/7;707061;98596В
1778;ЯТ5/7;707059;11863В
1778;ЯТ5/7;707019;94391
1778;ЯТ5/7;707003;55504В
1778;ЯТ5/7;706987;99095
1778;ЯТ5/7;706985;14087Р
1778;ЯТ5/7;706979;79025
1778;ЯТ5/7;706973;747Б
1778;ЯТ5/7;706955;74321
1778;ЯТ5/7;706953;7048В
1778;ЯТ5/7;706893;55876
1778;ЯТ5/7;706841;28154Р
1778;ЯТ5/7;706807;4952Р
1778;ЯТ5/7;706801;83907Б
1778;ЯТ5/7;706783;77727К
1778;ЯТ5/7;706781;80075Р
1778;ЯТ5/7;706749;13816В
1778;ЯТ5/7;706747;12377Р
1778;ЯТ5/7;706707;72558Б
1778;ЯТ5/7;706705;53637
1778;ЯТ5/7;706691;85742
1778;ЯТ5/7;706689;60792
1778;ЯТ5/7;706653;96535В
1778;ЯТ5/7;706649;21841
1778;ЯТ5/7;706633;22680Б
1788;ЯТ7/7;706643;57183
1788;ЯТ7/7;706591;83017В
1788;ЯТ7/7;706577;87757
1788;ЯТ7/7;706561;39309
1788;ЯТ7/7;706557;28133
1788;ЯТ7/7;706547;21812
1778;ЯТ5/7;706611;3779
1778;ЯТ5/7;706609;9380Р
1778;ЯТ5/7;706515;51458
1778;ЯТ5/7;706513;31857
1778;ЯТ5/7;706503;58334
1778;ЯТ5/7;706471;59972
1778;ЯТ5/7;706469;19623К
1778;ЯТ5/7;706423;8618
1778;ЯТ5/7;706421;45501
1778;ЯТ5/7;706399;76233К
1778;ЯТ5/7;706385;1304
1778;ЯТ5/7;706373;42452
1778;ЯТ5/7;706369;46219
1778;ЯТ5/7;706343;52712
1778;ЯТ5/7;706341;70350
1778;ЯТ5/7;706315;69464Р
1778;ЯТ5/7;706313;41280
1778;ЯТ5/7;706299;47217К
1778;ЯТ5/7;706297;58584К
1778;ЯТ5/7;706271;11776
1778;ЯТ5/7;706263;44698
1778;ЯТ5/7;706249;57724
1778;ЯТ5/7;706239;82218К
1778;ЯТ5/7;706219;99673
1778;ЯТ5/7;706127;59070К
1778;ЯТ5/7;706509;27824
1778;ЯТ5/7;706499;18383
1778;ЯТ5/7;706483;11993
1778;ЯТ5/7;706433;59366Р
1778;ЯТ5/7;706429;63232
1778;ЯТ5/7;706427;35816
1778;ЯТ5/7;706403;19880
1778;ЯТ5/7;706401;47357
1777;ЯТ5/5;706403;19880
1777;ЯТ5/5;706401;47357
1778;ЯТ5/7;706267;91947К
1778;ЯТ5/7;706255;43382Р
1778;ЯТ5/7;706237;93732
1778;ЯТ5/7;706213;1656Б
1778;ЯТ5/7;706201;53626
1778;ЯТ5/7;706177;14283Б
1778;ЯТ5/7;706151;16646
1778;ЯТ5/7;706147;76251К
1778;ЯТ5/7;706125;25039В
1778;ЯТ5/7;706063;59277К
1778;ЯТ5/7;706057;7961
1778;ЯТ5/7;706257;3014
1778;ЯТ5/7;706243;9809
1778;ЯТ5/7;706183;77596
1778;ЯТ5/7;706165;57319
1778;ЯТ5/7;706161;47416
1778;ЯТ5/7;706145;6155
1778;ЯТ5/7;706111;70296
1778;ЯТ5/7;706095;50791
1778;ЯТ5/7;706043;40422К
1778;ЯТ5/7;706029;64608
1778;ЯТ5/7;706021;41140В
1778;ЯТ5/7;706013;44414
1778;ЯТ5/7;706009;15615Б
1778;ЯТ5/7;706005;87996К
1778;ЯТ5/7;705987;93663Б
1778;ЯТ5/7;705977;43970
1757;РЛ;706247;31220
1778;ЯТ5/7;706205;14320В
1778;ЯТ5/7;706179;65721К
1778;ЯТ5/7;706171;23184Б
1778;ЯТ5/7;706137;13187Р
1778;ЯТ5/7;706115;89281В
1778;ЯТ5/7;706113;75526
1778;ЯТ5/7;706071;19816
1778;ЯТ5/7;706069;25746
1778;ЯТ5/7;706053;75965
1778;ЯТ5/7;706019;80314
1778;ЯТ5/7;706003;14266В
1778;ЯТ5/7;705983;23559
1778;ЯТ5/7;705981;96753К
1778;ЯТ5/7;705959;43828
1778;ЯТ5/7;705945;35293
1778;ЯТ5/7;705941;30848
1778;ЯТ5/7;705929;73424Р
1778;ЯТ5/7;705915;51959Р
1778;ЯТ5/7;705877;43595
1778;ЯТ5/7;705869;81367
1778;ЯТ5/7;705849;36659Р
1757;РЛ;706193;23658
1757;РЛ;706185;24340
1778;ЯТ5/7;706055;9669К
1778;ЯТ5/7;706051;57956
1778;ЯТ5/7;706025;72886
1778;ЯТ5/7;705993;43787Р
1778;ЯТ5/7;705991;31981
1778;ЯТ5/7;705989;94081
1778;ЯТ5/7;705947;98158
1778;ЯТ5/7;705943;91594В
1778;ЯТ5/7;705895;74337
1778;ЯТ5/7;705885;35755
1778;ЯТ5/7;705881;84914
1778;ЯТ5/7;705859;44540
1778;ЯТ5/7;705857;64282
1778;ЯТ5/7;705855;34297
1778;ЯТ5/7;705847;10617
1778;ЯТ5/7;705839;54433В
1778;ЯТ5/7;705797;13328
1778;ЯТ5/7;705795;31662Б
1778;ЯТ5/7;705791;50686
1778;ЯТ5/7;705777;40275Б
1778;ЯТ5/7;705775;2271К
1778;ЯТ5/7;705751;42741Б
1778;ЯТ5/7;705749;45258
1778;ЯТ5/7;705717;67886
1778;ЯТ5/7;705699;9578Р
1778;ЯТ5/7;705695;98769К
1778;ЯТ5/7;705685;85576
1778;ЯТ5/7;705681;85361
1757;РЛ;705957;11108Р
1757;РЛ;705955;92546
1778;ЯТ5/7;705923;408К
1778;ЯТ5/7;705917;5024Р
1778;ЯТ5/7;705871;20585Р
1778;ЯТ5/7;705863;73169
1778;ЯТ5/7;705861;86733Б
1778;ЯТ5/7;705843;70308Б
1778;ЯТ5/7;705819;57976
1778;ЯТ5/7;705817;58061Р
1778;ЯТ5/7;705803;11733
1778;ЯТ5/7;705793;4596
1778;ЯТ5/7;705779;92706
1778;ЯТ5/7;705729;29882Р
1778;ЯТ5/7;705711;81982В
1778;ЯТ5/7;705697;34467
1778;ЯТ5/7;705693;55762
1778;ЯТ5/7;705689;62944
1778;ЯТ5/7;705647;13017К
1778;ЯТ5/7;705637;96999
1778;ЯТ5/7;705625;33585
1778;ЯТ5/7;705611;64751
1778;ЯТ5/7;705587;85726В
1778;ЯТ5/7;705585;66467Р
1757;РЛ;705927;58361
1757;РЛ;705925;90883В
1778;ЯТ5/7;705833;8330
1778;ЯТ5/7;705829;72875Р
1778;ЯТ5/7;705789;56044В
1778;ЯТ5/7;705787;27Б
1778;ЯТ5/7;705769;29501
1778;ЯТ5/7;705767;20895
1778;ЯТ5/7;705753;1230
1778;ЯТ5/7;705747;58452
1778;ЯТ5/7;705727;37455
1778;ЯТ5/7;705719;72065Р
1778;ЯТ5/7;705653;8461В
1778;ЯТ5/7;705651;78300Б
1778;ЯТ5/7;705649;88835
1778;ЯТ5/7;705641;95520К
1778;ЯТ5/7;705623;71449
1778;ЯТ5/7;705615;44346К
1778;ЯТ5/7;705599;12182
1778;ЯТ5/7;705589;46224Б
1757;РЛ;705813;39885
1757;РЛ;705811;88057В
1778;ЯТ5/7;705721;93511В
1778;ЯТ5/7;705715;89645
1778;ЯТ5/7;705687;51127
1778;ЯТ5/7;705679;11769
1778;ЯТ5/7;705669;11589
1778;ЯТ5/7;705667;20429
1778;ЯТ5/7;705645;99383
1778;ЯТ5/7;705633;65975
1757;РЛ;705709;13133Р
1757;РЛ;705707;50559
2180;ВТ79;705583;10065К
1778;ЯТ5/7;705629;94204В
1778;ЯТ5/7;705621;80379Б
1778;ЯТ5/7;705617;62548
1778;ЯТ5/7;705595;11752
1778;ЯТ5/7;705583;10065К
1778;ЯТ5/7;705551;37500
1778;ЯТ5/7;705549;65534
1778;ЯТ5/7;705533;42590Р
1778;ЯТ5/7;705531;79656
1778;ЯТ5/7;705505;35426Р
1757;РЛ;705661;59099
1757;РЛ;705659;12175
1778;ЯТ5/7;705575;62665
1778;ЯТ5/7;705553;47179В
1778;ЯТ5/7;705529;20193
1778;ЯТ5/7;705503;15825К
1778;ЯТ5/7;705497;70979
1778;ЯТ5/7;705483;66161Р
1778;ЯТ5/7;705479;67748
1778;ЯТ5/7;705473;91282
1778;ЯТ5/7;705453;84534
1778;ЯТ5/7;705445;49668
1778;ЯТ5/7;705427;58855
1778;ЯТ5/7;705407;30031
1778;ЯТ5/7;705387;44779
1778;ЯТ5/7;705361;19441В
1778;ЯТ5/7;705357;1538
1757;РЛ;705539;47871Б
1778;ЯТ5/7;705561;58231В
1778;ЯТ5/7;705541;43278
1778;ЯТ5/7;705495;25079
1778;ЯТ5/7;705477;90684Б
1778;ЯТ5/7;705467;58641
1778;ЯТ5/7;705465;7542Б
1757;РЛ;705563;27561К
1757;РЛ;705535;66902
1778;ЯТ5/7;705447;98810
1778;ЯТ5/7;705443;72408К
1778;ЯТ5/7;705437;95063
1778;ЯТ5/7;705397;56470
1778;ЯТ5/7;705383;86057
1778;ЯТ5/7;705375;66627Б
1778;ЯТ5/7;705369;42834К
1778;ЯТ5/7;705345;19750
1778;ЯТ5/7;705337;99499
1778;ЯТ5/7;705313;37649Р
1778;ЯТ5/7;705295;60809
1778;ЯТ5/7;705287;50847
1778;ЯТ5/7;705281;54195
1778;ЯТ5/7;705255;62524В
1778;ЯТ5/7;705241;43235
1778;ЯТ5/7;705239;58039
1778;ЯТ5/7;705233;21255
1778;ЯТ5/7;705215;40322Р
1778;ЯТ5/7;705211;24283В
1778;ЯТ5/7;705173;93715
1778;ЯТ5/7;705167;99263Р
1778;ЯТ5/7;705151;80234
1757;РЛ;705441;27561К
1757;РЛ;705279;66902
